nohup: ignoring input
Loading weights from /autofs/space/nicc_005/users/olchanyi/DiffSR/models_fused/model_fused_v1/checkpoint_1100.pth
Epoch 1101 of 2000
Found 300 cases for training
   Iteration 1 of 100, tot loss = 4.8497419357299805, l1: 0.00010021883645094931, l2: 0.00038475534529425204
   Iteration 23 of 100, tot loss = 5.192967679189599, l1: 0.00010855533084553747, l2: 0.00041074143930176354
   Iteration 24 of 100, tot loss = 5.240178103248279, l1: 0.00010962886957107305, l2: 0.00041438894186285324
   Iteration 25 of 100, tot loss = 5.27720769405365, l1: 0.0001100102333293762, l2: 0.0004177105368580669
   Iteration 26 of 100, tot loss = 5.2126178328807535, l1: 0.00010990188135250579, l2: 0.00041135990333994135
   Iteration 27 of 100, tot loss = 5.145403998869437, l1: 0.00010909073454159725, l2: 0.0004054496670572984
   Iteration 28 of 100, tot loss = 5.086290295634951, l1: 0.00010812466968803034, l2: 0.0004005043623952328
   Iteration 29 of 100, tot loss = 5.0848825101194715, l1: 0.00010786492667052541, l2: 0.00040062332570006877
   Iteration 30 of 100, tot loss = 5.08300287326177, l1: 0.00010761735696481385, l2: 0.0004006829316494986
   Iteration 31 of 100, tot loss = 5.127480710706403, l1: 0.00010762252221015402, l2: 0.00040512554997187706
   Iteration 32 of 100, tot loss = 5.097125876694918, l1: 0.00010694803438582312, l2: 0.0004027645536552882
   Iteration 33 of 100, tot loss = 5.103970935850432, l1: 0.00010719239810097145, l2: 0.0004032046955685611
   Iteration 34 of 100, tot loss = 5.115856440628276, l1: 0.0001071121960729429, l2: 0.00040447344808318815
   Iteration 35 of 100, tot loss = 5.08625180721283, l1: 0.00010650278553449814, l2: 0.0004021223942150495
   Iteration 36 of 100, tot loss = 5.078537533680598, l1: 0.00010619497708022309, l2: 0.00040165877564706735
   Iteration 37 of 100, tot loss = 5.0421327481398714, l1: 0.00010607734539253461, l2: 0.00039813592888389687
   Iteration 38 of 100, tot loss = 5.054355103718607, l1: 0.00010666999447781372, l2: 0.0003987655141635945
   Iteration 39 of 100, tot loss = 5.021178658191975, l1: 0.00010588237814655981, l2: 0.000396235485543282
   Iteration 40 of 100, tot loss = 4.967163065075875, l1: 0.00010461952861078317, l2: 0.00039209677597682455
   Iteration 41 of 100, tot loss = 4.899832815658756, l1: 0.0001032697918850406, l2: 0.0003867134875646315
   Iteration 42 of 100, tot loss = 4.897086912677402, l1: 0.00010370462162730594, l2: 0.0003860040676608194
   Iteration 43 of 100, tot loss = 4.877985774084579, l1: 0.00010320317892893759, l2: 0.00038459539639514457
   Iteration 44 of 100, tot loss = 4.894870311021805, l1: 0.00010368191132411911, l2: 0.00038580511748229833
   Iteration 45 of 100, tot loss = 4.900891598065694, l1: 0.00010433396043178315, l2: 0.0003857551967181886
   Iteration 46 of 100, tot loss = 4.913568898387577, l1: 0.00010459184341016226, l2: 0.00038676504482282326
   Iteration 47 of 100, tot loss = 4.915184901115742, l1: 0.00010479142641069051, l2: 0.0003867270620019631
   Iteration 48 of 100, tot loss = 4.893726356327534, l1: 0.00010439034349474241, l2: 0.00038498229059769074
   Iteration 49 of 100, tot loss = 4.89303889323254, l1: 0.00010440316290608892, l2: 0.0003849007245699628
   Iteration 50 of 100, tot loss = 4.901462237834931, l1: 0.00010488948129932395, l2: 0.00038525674113770947
   Iteration 51 of 100, tot loss = 4.932989127495709, l1: 0.00010492479743655113, l2: 0.0003883741135759206
   Iteration 52 of 100, tot loss = 4.9240285868828115, l1: 0.0001044054864066241, l2: 0.00038799737068564776
   Iteration 53 of 100, tot loss = 4.945268106910418, l1: 0.0001045077614143561, l2: 0.000390019047871355
   Iteration 54 of 100, tot loss = 4.933600856198205, l1: 0.00010439777664335755, l2: 0.00038896230749001177
   Iteration 55 of 100, tot loss = 4.926057137142529, l1: 0.00010359160309731537, l2: 0.0003890141090695662
   Iteration 56 of 100, tot loss = 4.909345965300288, l1: 0.0001031355369117851, l2: 0.00038779905792450463
   Iteration 57 of 100, tot loss = 4.919840417410198, l1: 0.00010353616591218222, l2: 0.00038844787412559975
   Iteration 58 of 100, tot loss = 4.920371957894029, l1: 0.00010343760111246756, l2: 0.0003885995932344893
   Iteration 59 of 100, tot loss = 4.92481745501696, l1: 0.00010348109658403022, l2: 0.00038900064828339964
   Iteration 60 of 100, tot loss = 4.921097371975581, l1: 0.00010343591026564051, l2: 0.00038867382609169
   Iteration 61 of 100, tot loss = 4.941592503766545, l1: 0.00010355415182201513, l2: 0.00039060509760795376
   Iteration 62 of 100, tot loss = 4.964497741191618, l1: 0.00010403359609030773, l2: 0.00039241617689126984
   Iteration 63 of 100, tot loss = 4.943912417169601, l1: 0.00010396391706539333, l2: 0.0003904273235959755
   Iteration 64 of 100, tot loss = 4.91020960919559, l1: 0.00010353598685242105, l2: 0.000387484973316532
   Iteration 65 of 100, tot loss = 4.8847693424958445, l1: 0.00010336237985309428, l2: 0.0003851145535008982
   Iteration 66 of 100, tot loss = 4.866591148304217, l1: 0.00010338172791252322, l2: 0.0003832773859771392
   Iteration 67 of 100, tot loss = 4.871879967290964, l1: 0.00010390475605407716, l2: 0.0003832832394504864
   Iteration 68 of 100, tot loss = 4.881486491245382, l1: 0.0001042347056521548, l2: 0.00038391394264181145
   Iteration 69 of 100, tot loss = 4.845649040263632, l1: 0.00010334118849351543, l2: 0.00038122371483621174
   Iteration 70 of 100, tot loss = 4.860739277090345, l1: 0.000103833412140375, l2: 0.00038224051531869917
   Iteration 71 of 100, tot loss = 4.8259866590231235, l1: 0.00010301901738144601, l2: 0.00037957964818367184
   Iteration 72 of 100, tot loss = 4.839036092162132, l1: 0.00010338406996702866, l2: 0.0003805195388445605
   Iteration 73 of 100, tot loss = 4.847733110597689, l1: 0.00010387303620817663, l2: 0.0003809002740388379
   Iteration 74 of 100, tot loss = 4.835577595878291, l1: 0.0001036800485717076, l2: 0.0003798777102634336
   Iteration 75 of 100, tot loss = 4.8120537837346395, l1: 0.00010305234590002026, l2: 0.0003781530317307139
   Iteration 76 of 100, tot loss = 4.819381652693999, l1: 0.0001032565628281047, l2: 0.0003786816012411452
   Iteration 77 of 100, tot loss = 4.801248010102805, l1: 0.00010319077853920761, l2: 0.00037693402120637915
   Iteration 78 of 100, tot loss = 4.791816055774689, l1: 0.00010305473626477835, l2: 0.00037612686775481474
   Iteration 79 of 100, tot loss = 4.76321086249774, l1: 0.00010270606785352472, l2: 0.00037361501699130793
   Iteration 80 of 100, tot loss = 4.7727318331599236, l1: 0.0001026401966555568, l2: 0.00037463298485818086
   Iteration 81 of 100, tot loss = 4.788863663320188, l1: 0.00010286760543412702, l2: 0.00037601875895088146
   Iteration 82 of 100, tot loss = 4.75686975077885, l1: 0.00010240882906279095, l2: 0.0003732781441635225
   Iteration 83 of 100, tot loss = 4.765652907900064, l1: 0.00010266101705920265, l2: 0.0003739042719194935
   Iteration 84 of 100, tot loss = 4.736604041996456, l1: 0.00010210227728315484, l2: 0.00037155812502273226
   Iteration 85 of 100, tot loss = 4.716651463508606, l1: 0.00010174376404714113, l2: 0.0003699213803937549
   Iteration 86 of 100, tot loss = 4.717276696548906, l1: 0.00010171516881856341, l2: 0.00037001249912400663
   Iteration 87 of 100, tot loss = 4.734652542519844, l1: 0.00010199632567397705, l2: 0.0003714689268361263
   Iteration 88 of 100, tot loss = 4.7253656915643, l1: 0.00010184112823646336, l2: 0.0003706954392493406
   Iteration 89 of 100, tot loss = 4.740048337518499, l1: 0.00010196507138787413, l2: 0.00037203976077425263
   Iteration 90 of 100, tot loss = 4.748864024215274, l1: 0.00010218862577554925, l2: 0.0003726977751486831
   Iteration 91 of 100, tot loss = 4.779129729166136, l1: 0.00010282700951882781, l2: 0.00037508596190261647
   Iteration 92 of 100, tot loss = 4.783390603635622, l1: 0.00010290134571772322, l2: 0.0003754377128485509
   Iteration 93 of 100, tot loss = 4.791556639056052, l1: 0.0001031005903637232, l2: 0.0003760550721919024
   Iteration 94 of 100, tot loss = 4.7899991641653346, l1: 0.00010330604643658784, l2: 0.00037569386861039365
   Iteration 95 of 100, tot loss = 4.791350318256177, l1: 0.0001032888340552362, l2: 0.00037584619621109023
   Iteration 96 of 100, tot loss = 4.784494532893102, l1: 0.0001031527871949341, l2: 0.00037529666466677253
   Iteration 97 of 100, tot loss = 4.761281479265272, l1: 0.00010254400424940089, l2: 0.00037358414226322024
   Iteration 98 of 100, tot loss = 4.744954412080804, l1: 0.00010237692245305991, l2: 0.0003721185174963095
   Iteration 99 of 100, tot loss = 4.7443285096775405, l1: 0.00010231247855552632, l2: 0.00037212037135061403
   Iteration 100 of 100, tot loss = 4.7120998573303225, l1: 0.00010162099224544363, l2: 0.00036958899247110824

   End of epoch 1371; saving model... 

Epoch 1372 of 2000
   Iteration 1 of 100, tot loss = 2.9221208095550537, l1: 8.609338692622259e-05, l2: 0.00020611871150322258
   Iteration 2 of 100, tot loss = 5.0405110120773315, l1: 9.827587564359419e-05, l2: 0.0004057752521475777
   Iteration 3 of 100, tot loss = 4.716418822606404, l1: 8.734252575474481e-05, l2: 0.0003842993755824864
   Iteration 4 of 100, tot loss = 4.821469843387604, l1: 9.212768236466218e-05, l2: 0.0003900193187291734
   Iteration 5 of 100, tot loss = 5.17673134803772, l1: 0.00010234345536446199, l2: 0.00041532968753017486
   Iteration 6 of 100, tot loss = 5.165163954099019, l1: 0.00010690414273994975, l2: 0.0004096122574992478
   Iteration 7 of 100, tot loss = 5.778165102005005, l1: 0.00011706993869406038, l2: 0.00046074657335079143
   Iteration 8 of 100, tot loss = 5.399292826652527, l1: 0.00010835282500920584, l2: 0.0004315764581406256
   Iteration 9 of 100, tot loss = 5.275946935017903, l1: 0.00011016706654724355, l2: 0.0004174276303577547
   Iteration 10 of 100, tot loss = 5.314826345443725, l1: 0.00011179906068718992, l2: 0.000419683575455565
   Iteration 11 of 100, tot loss = 5.346436023712158, l1: 0.0001147973201692697, l2: 0.00041984628213950515
   Iteration 12 of 100, tot loss = 5.055042376120885, l1: 0.00010819866808257454, l2: 0.00039730556939806166
   Iteration 13 of 100, tot loss = 4.998795756926904, l1: 0.00010439082297335307, l2: 0.0003954887528939602
   Iteration 14 of 100, tot loss = 4.840747024331774, l1: 0.00010105589613626112, l2: 0.0003830188070423901
   Iteration 15 of 100, tot loss = 4.8548962036768595, l1: 0.00010088726679290024, l2: 0.0003846023561588178
   Iteration 16 of 100, tot loss = 4.719957105815411, l1: 9.922306185217167e-05, l2: 0.0003727726516444818
   Iteration 17 of 100, tot loss = 4.871927114094005, l1: 0.00010292151080862181, l2: 0.0003842712039305993
   Iteration 18 of 100, tot loss = 4.824773993757036, l1: 0.00010291085365881574, l2: 0.0003795665486702799
   Iteration 19 of 100, tot loss = 4.733542875239723, l1: 0.00010170015995850248, l2: 0.0003716541304081482
   Iteration 20 of 100, tot loss = 4.714433175325394, l1: 0.0001013066181258182, l2: 0.0003701367022586055
   Iteration 21 of 100, tot loss = 4.894692267690386, l1: 0.00010482144283568708, l2: 0.0003846477858522641
   Iteration 22 of 100, tot loss = 4.833595833995125, l1: 0.00010512534952960613, l2: 0.0003782342352100055
   Iteration 23 of 100, tot loss = 4.8619909856630406, l1: 0.0001064737002509545, l2: 0.000379725401137915
   Iteration 24 of 100, tot loss = 4.901972467700641, l1: 0.00010742166417306483, l2: 0.0003827755851186036
   Iteration 25 of 100, tot loss = 4.81216670513153, l1: 0.00010605782314087265, l2: 0.000375158850220032
   Iteration 26 of 100, tot loss = 4.73732885489097, l1: 0.00010387459755852782, l2: 0.0003698582916583221
   Iteration 27 of 100, tot loss = 4.645211842324999, l1: 0.00010157853830605745, l2: 0.0003629426495603251
   Iteration 28 of 100, tot loss = 4.604653984308243, l1: 0.00010074935718356366, l2: 0.00035971604562031904
   Iteration 29 of 100, tot loss = 4.641931776342721, l1: 0.00010120972528339138, l2: 0.0003629834551749558
   Iteration 30 of 100, tot loss = 4.619953803221384, l1: 0.00010127251080120914, l2: 0.0003607228728166471
   Iteration 31 of 100, tot loss = 4.544698296054717, l1: 0.00010008197780060132, l2: 0.00035438785468408415
   Iteration 32 of 100, tot loss = 4.51513184979558, l1: 0.00010030662042481708, l2: 0.00035120656684739515
   Iteration 33 of 100, tot loss = 4.565903407154662, l1: 0.00010155470359181477, l2: 0.00035503563986188084
   Iteration 34 of 100, tot loss = 4.579381876132068, l1: 0.00010171291732523754, l2: 0.0003562252728871125
   Iteration 35 of 100, tot loss = 4.609399158614022, l1: 0.00010217095072480982, l2: 0.0003587689674792013
   Iteration 36 of 100, tot loss = 4.643409679333369, l1: 0.00010254235995590634, l2: 0.0003617986092447407
   Iteration 37 of 100, tot loss = 4.61635434627533, l1: 0.00010233234206680208, l2: 0.00035930309378592347
   Iteration 38 of 100, tot loss = 4.628121586222398, l1: 0.00010297282853188287, l2: 0.0003598393308685014
   Iteration 39 of 100, tot loss = 4.653674269333864, l1: 0.00010298364400230825, l2: 0.00036238378304868745
   Iteration 40 of 100, tot loss = 4.66898076236248, l1: 0.00010349312469770666, l2: 0.0003634049520769622
   Iteration 41 of 100, tot loss = 4.615100206398383, l1: 0.00010251372459162844, l2: 0.00035899629633271747
   Iteration 42 of 100, tot loss = 4.575009468055907, l1: 0.00010150415082101798, l2: 0.0003559967964455219
   Iteration 43 of 100, tot loss = 4.5735733425894445, l1: 0.00010133543824046027, l2: 0.00035602189695224337
   Iteration 44 of 100, tot loss = 4.599330791018226, l1: 0.00010188151066937611, l2: 0.0003580515688306398
   Iteration 45 of 100, tot loss = 4.6077440765168935, l1: 0.00010242697462672367, l2: 0.0003583474336968114
   Iteration 46 of 100, tot loss = 4.587185224761134, l1: 0.00010253470685236844, l2: 0.0003561838163042684
   Iteration 47 of 100, tot loss = 4.637420874960879, l1: 0.00010341086639760141, l2: 0.0003603312219096784
   Iteration 48 of 100, tot loss = 4.630526351432006, l1: 0.00010354330076249123, l2: 0.000359509335491263
   Iteration 49 of 100, tot loss = 4.631637230211375, l1: 0.0001035538783869516, l2: 0.00035960984544600454
   Iteration 50 of 100, tot loss = 4.623340241909027, l1: 0.00010344834445277228, l2: 0.0003588856809074059
   Iteration 51 of 100, tot loss = 4.598688903976889, l1: 0.000103167505157591, l2: 0.00035670138644419756
   Iteration 52 of 100, tot loss = 4.588160462104357, l1: 0.00010260768431180622, l2: 0.0003562083629031594
   Iteration 53 of 100, tot loss = 4.621975613090227, l1: 0.0001026829548140566, l2: 0.00035951460738016186
   Iteration 54 of 100, tot loss = 4.6213759779930115, l1: 0.00010261204213882727, l2: 0.0003595255564303241
   Iteration 55 of 100, tot loss = 4.636279905926098, l1: 0.00010283760758201507, l2: 0.00036079038347286934
   Iteration 56 of 100, tot loss = 4.632375106215477, l1: 0.0001027685823698578, l2: 0.0003604689284527142
   Iteration 57 of 100, tot loss = 4.618699339398167, l1: 0.00010243688928057326, l2: 0.00035943304496948
   Iteration 58 of 100, tot loss = 4.620552126703592, l1: 0.00010209585073833547, l2: 0.00035995936195831746
   Iteration 59 of 100, tot loss = 4.591732855570519, l1: 0.00010150155028864994, l2: 0.00035767173527747833
   Iteration 60 of 100, tot loss = 4.652574576934179, l1: 0.00010249718907289207, l2: 0.00036276026876294056
   Iteration 61 of 100, tot loss = 4.653371175781626, l1: 0.00010282894835967692, l2: 0.00036250816998797177
   Iteration 62 of 100, tot loss = 4.625837504863739, l1: 0.00010244084196822388, l2: 0.0003601429092551341
   Iteration 63 of 100, tot loss = 4.606041001895117, l1: 0.00010213761030056973, l2: 0.00035846649067631614
   Iteration 64 of 100, tot loss = 4.581732200458646, l1: 0.00010173646785460733, l2: 0.0003564367527815193
   Iteration 65 of 100, tot loss = 4.532940730681786, l1: 0.00010067057110763227, l2: 0.00035262350250447454
   Iteration 66 of 100, tot loss = 4.502315747015404, l1: 0.00010039259105917264, l2: 0.00034983898413801484
   Iteration 67 of 100, tot loss = 4.502389874031294, l1: 0.00010061631886611706, l2: 0.00034962266928137545
   Iteration 68 of 100, tot loss = 4.4818878016051125, l1: 0.00010059597768892726, l2: 0.00034759280296224035
   Iteration 69 of 100, tot loss = 4.460112860237342, l1: 9.992204412929308e-05, l2: 0.00034608924244716087
   Iteration 70 of 100, tot loss = 4.4290522490228925, l1: 9.932415986051118e-05, l2: 0.0003435810656810645
   Iteration 71 of 100, tot loss = 4.452433248640785, l1: 9.948868108962492e-05, l2: 0.000345754644872037
   Iteration 72 of 100, tot loss = 4.498508001367251, l1: 0.00010033743648010487, l2: 0.0003495133645022482
   Iteration 73 of 100, tot loss = 4.500034493942783, l1: 9.978330570148712e-05, l2: 0.00035022014474148593
   Iteration 74 of 100, tot loss = 4.531627563205925, l1: 0.00010040734874515643, l2: 0.00035275540830224526
   Iteration 75 of 100, tot loss = 4.526434795061747, l1: 0.00010003922895217935, l2: 0.00035260425133553026
   Iteration 76 of 100, tot loss = 4.507288956328442, l1: 9.968440597156969e-05, l2: 0.0003510444905834064
   Iteration 77 of 100, tot loss = 4.513744749032058, l1: 9.987848142219416e-05, l2: 0.00035149599461401995
   Iteration 78 of 100, tot loss = 4.540170778066684, l1: 0.0001004056210102788, l2: 0.0003536114578683061
   Iteration 79 of 100, tot loss = 4.533914504171927, l1: 0.00010046313787203377, l2: 0.0003529283135379311
   Iteration 80 of 100, tot loss = 4.515695230662823, l1: 0.00010023889008152765, l2: 0.00035133063420289545
   Iteration 81 of 100, tot loss = 4.532899625507402, l1: 0.00010035353760166024, l2: 0.0003529364263091271
   Iteration 82 of 100, tot loss = 4.5433323252491835, l1: 0.00010073390397493069, l2: 0.00035359932983893244
   Iteration 83 of 100, tot loss = 4.516419736735792, l1: 0.0001002192668282253, l2: 0.0003514227080222006
   Iteration 84 of 100, tot loss = 4.518292419967198, l1: 0.00010029425465334152, l2: 0.00035153498841585434
